comentario,calificacion,codigo,Enlace,Sitio Web,Marca,Modelo estandar,Precio
"Es el tercer Samsung que tengo,sin duda siempre mejorando y actualizando en todo",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
Buen teléfono. Tiene buena pantalla📱👍 #tecnología #smartphone,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"(Esta reseña se ha recibido a través de una promoción.) Cumple con las expectativas. Se menciona poco, pero pienso que el SPen incorporado marca la diferencia. Necesito una libreta para apuntar cosas que siempre pierdo. Desde que tengo este móvil este problema se ha acabado. El tema que la pantalla es antirreflejante se nota y mejora la visión de la pantalla. Buena cámara, buen rendimiento... A lo mejor la carga de la batería podría ser mejor.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Iba buscando un teléfono más económico, pero las prestaciones, la cámara, y la imagen de éste móvil, me han convencido. El chico de Samsung me lo explicó perfectamente, y me demostró la calidad de imagen en comparación con otros. Totalmente encantada, y además de regalo un televisor, que más puedo pedir!",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"(Esta reseña se ha recibido a través de una promoción.) Muy buena calidad de cámara y vídeos se adapta fácil a los juegos y es de óptima calidad. Soy muy fan de esta marca de toda la vida, todo lo que saca es maravilloso.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"(Esta reseña se ha recibido a través de una promoción.) Espectacular. Mejor de lo esperado y mis expectativas eran muy altas. Cámara, diseño, batería...un 10/10",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"(Esta reseña se ha recibido a través de una promoción.) Amo mi nuevo Galaxy! Súper rápido y con una cámara increíble.""",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
(Esta reseña se ha recibido a través de una promoción.) Buena promo de televisor de regalo pero deberían hacerlo mas facil para el cliente,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"El teléfono es una pasada,estoy muy contento con el terminal",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Muy buen rendimiento, fotos excelentes, batería bastante bien, en general 10 pts.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
(Esta reseña se ha recibido a través de una promoción.) Es un teléfono fantástico!! He comprado toda la gama de s desde el galaxy mini lo recomiendo es un teléfono genial grande buena pantalla buena batería diseño fantastico,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Estoy encantada con mi Galaxy S24 Ultra, deseaba tenerlo y ha sido mi regalo de cumpleaños. Soy fanática de las fotografías y me maravilla la cámara que tiene es espectacular y las opciones que da son fantásticas puedes hacer muchísimas cosas con las imágenes, cuenta con un lápiz para editar e incorporar cositas es una maravilla, además de la calidad de las fotografías. La capacidad es otro de los aspectos que valoro en un teléfono y este la tiene. Me falta tiempo para investigar y conocer mejor todas las funciones que me brinda.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
(Esta reseña se ha recibido a través de una promoción.) Un dispositivo sin desperdicio. Me sorprende la cantidad de funciones que tienen a la vanguardia,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
De momento muy contento con él. Mejor que el anterior Zfold 4 que tengo y que se averió apenas con dos años. Fallo de la pantalla interna. La bisagra. Este estoy probando todas las funciones y de momento muy contento.,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
Gran teléfono..calidad inmejorable..es el quinto Samsung que tengo y siempre de una calidad muy buena.,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
La verdad que un Teléfono Celular completiesimo. Estéticamente bello y una promoción espectacular!!!! RECOMENDADO 100%.,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Estoy sorprendida con este móvil, la cámara es alucinante, el procesador es muy rápido y la batería dura mucho, creo que es la mejor compra que hice, me ayudará en mi trabajo y como me gusta la fotografía lo estoy disfrutando mucho.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"(Esta reseña se ha recibido a través de una promoción.) bueno móvil, me gusta mucho, cámara súper bien y las fotos me encanta",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Excelente móvil, cámara impresionante, encantado con la compra",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"El mejor móvil que use en mi vida, la cámara increíble y la facilidad de usarlo aún más",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
(Esta reseña se ha recibido a través de una promoción.) Me gusta mucho y la cámara es espectacular hace una fotos increíbles.,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
(Esta reseña se ha recibido a través de una promoción.),5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Estoy encantada con el móvil, muy rápido y la cámara es impresionante. Me gusta mucho las nuevas funciones de IA.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Excelente movil para trabajar, fotocamera con alta calidad y inteligencia artificial para disfrutar todas la tecnología en este movil, la S pen está súper útil y la batería de larga duración Satisfecho 100%",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"(Esta reseña se ha recibido a través de una promoción.) Estoy encantado con mi nuevo Galaxy s24 ultra, calidad de imagen y fotografía, rapidez, elegancia y sencillez de sus funciones. Y lo mejor de lo mejor es poder ganar una Smart tv de 50""",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"(Esta reseña se ha recibido a través de una promoción.) Este es el segundo terminal SAMSUNG GALAXY S24 ULTRA que compro este año (El primero lo compré en el mes de enero para regalárselo a mi esposa, que por cierto está encantada) A mí, en principio, no me gustaba mucho por su formato, ya que es un poco grande, no obstante, debo destacar que viniendo de un Samsung S8 (es decir, la prehistoria) este modelo me parece una salto tecnológico brutal. A mi esposa las modificaciones en las fotos que le he visto hacer con la Inteligencia Artificial me parecen ""pura magia"". Lo recomiendo sin ambages para el que quiera tener un buen teléfono que además tendrá 7 años de actualizaciones según ha prometido SAMSUNG.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Excelente producto, me encanta la calidad de la cámara la verdad muy recomendable 👌, estoy muy satisfecho con la compra.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
(Esta reseña se ha recibido a través de una promoción.),5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Muy buen rendimiento en todos los aspectos, camara batería y demás, además de un acabado premium de muy buena calidad",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"He estado usando el Samsung Galaxy S4 Ultra durante unas semanas y estoy realmente impresionado. La pantalla AMOLED es simplemente espectacular, con colores vivos y una claridad increíble. Ver videos y jugar en este teléfono es una experiencia fantástica.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
Gran capacidad y muy buena cámara de fotos. Todo un acierto.,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
Rendimiento excepcional en todos los aspectos. Cámaras hermosas.,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
Buscaba un móvil con buena capacidad y una buena cámara de fotos y lo encontré.,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
buena interface visual y opciones de personalización. La IA hace y hará muy buen servicio,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Un teléfono que se adapta a tus necesidades, fácil de usar y la IA espectacular. Nunca defraudas samsung, siempre uso su marca.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
Buscaba un móvil con buena capacidad y una buena cámara de fotos y lo encontré.,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
buena interface visual y opciones de personalización. La IA hace y hará muy buen servicio,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Un teléfono que se adapta a tus necesidades, fácil de usar y la IA espectacular. Nunca defraudas samsung, siempre uso su marca.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Batería carga más rápido y dura más, en cuanto al resto de funciones, como siempre referente en el mercado. #Siempresamsung.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"(Esta reseña se ha recibido a través de una promoción.) Es excelente, con varias funciones de IA que ayudan a editar fotos, hacer resúmenes de textos, traducir y otras más. Además de tener una cámara muy buena para el día a día junto con la batería que dura bastante tiempo.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
(Esta reseña se ha recibido a través de una promoción.) Excelente telefono con funciones muy buenas. De lo mejor,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"""Después de usar el Samsung Galaxy S24 Ultra por un par de semanas, puedo decir que es un dispositivo increíble. La cámara es impresionante, especialmente el zoom óptico, que captura detalles que ni siquiera mis ojos pueden distinguir a simple vista. La pantalla es espectacular: brillante, fluida y perfecta para consumir contenido o trabajar. El rendimiento es rapidísimo, incluso cuando tengo varias aplicaciones abiertas. La batería dura fácilmente todo el día, y la carga rápida es un salvavidas cuando necesito un boost rápido. Sin embargo, no todo es perfecto. El teléfono es algo pesado y grande, lo cual puede ser incómodo para usar con una sola mano. También me gustaría que el software tuviera menos bloatware, pero al menos es personalizable. En general, es un dispositivo premium que vale cada centavo si buscas lo mejor en cámaras y rendimiento.""",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Buen teléfono ,con muy buena batería he inteligencia artificial integrada",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
Excelente dispositivo,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Como diferencia palpable con mi anterior 23 Ultra, este es Super rapido en la instalarion de apps. La diferencia se nota.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
(Esta reseña se ha recibido a través de una promoción.) Hasta el momento flipo demasiado con el celular...,5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
"Mi Reseña del Galaxy S24 Ultra El Galaxy S24 Ultra es un dispositivo que realmente redefine lo que significa tener un teléfono insignia. Después de usarlo, puedo decir que está diseñado para aquellos que buscan lo mejor en tecnología móvil. A continuación, destaco sus puntos fuertes y algunos aspectos que podrían mejorar. Diseño y Pantalla El diseño del Galaxy S24 Ultra es impecable: elegante, robusto y con una sensación premium gracias a su marco de titanio y acabado mate. La pantalla Dynamic AMOLED 2X de 6.8 pulgadas es espectacular, con colores vibrantes y un brillo que permite una visibilidad excelente incluso bajo la luz solar directa. Los 120 Hz hacen que todo sea fluido y agradable a la vista. Cámara La cámara principal de 200 MP es increíblemente versátil, produciendo fotos nítidas y llenas de detalle en casi cualquier condición de iluminación. El zoom de 10x sigue siendo un punto fuerte, y el modo de astrofotografía me dejó impresionado por su capacidad de capturar imágenes del cielo nocturno con claridad. Aunque el zoom de 100x sigue siendo más un truco que algo práctico, es divertido de usar. Rendimiento Con el Snapdragon 8 Gen 3, este móvil vuela. No importa si estoy jugando a títulos exigentes, editando videos o usando varias aplicaciones a la vez, el rendimiento es impecable.",5,FS13,https://www.falabella.com.co/falabella-co/product/128853893/Celular-Samsung-Galaxy-S24-Ultra-De-256GB12GB-RAM-Gris-5G/128853894,falabella,Samsung,Samsung S24 Ultra,7500000
