comentario,calificacion,codigo,Enlace,Sitio Web,Marca,Modelo estandar,Precio,comentario_limpio,comentario_limpio_sin_lematizar,Calificacion Predicha,Sentimiento,Comentario_Negativo,Comentario_Positivo,Temas
"EL dispositivo en general es muy premium, pero tiene 3 detalles que no agradan: - Cuando se usan los teleobjetivos en algunos aumentos la imagen se pone opaca - La calibracion de colores de la pantalla es pálida, no calida sinó opaca. - Los altavoces cuando alcanzan su máximo volumen distorciona un poco y suena como celular barato y lo que mas me tiene DECEPCIONADO es que la activación del dolby para mejora de sonido no cambia es pero nada, ni siquiera con auriculares.",3,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,dispositivo general muy premium detalles no agradan usan teleobjetivos aumentos imagen pone opaca calibracion colores pantalla palida no calida sino opaca altavoces alcanzan maximo volumen distorciona poco suena celular barato ma decepcionado activacion dolby mejora sonido no cambium siquiera auriculare,EL dispositivo en general es muy premium pero tiene  detalles que no agradan Cuando se usan los teleobjetivos en algunos aumentos la imagen se pone opaca La calibracion de colores de la pantalla es palida no calida sino opaca Los altavoces cuando alcanzan su maximo volumen distorciona un poco y suena como celular barato y lo que mas me tiene DECEPCIONADO es que la activacion del dolby para mejora de sonido no cambia es pero nada ni siquiera con auriculares,2,Negativo,1,0,"['Cámara', 'Precio', 'Pantalla']"
"Este equipo la verdad es mucho nivel, la fluidez no se compara el estilo de diseño es muy top aun sigo descubriendo cosas, recomiendo siempre ajustar los parametros de la bateria para cuidar su vida util, por ejemplo ajustarlo en cuidado maximo, al momento de jugar cualquier videojuego ajustar el pausar la carga a traves de usb PD y con ello no se drena la bateria sino que el telefono se alimenta directamente (solo es posible al usar cargadores Power Delivery), las funciones de IA muy interesantes, por estas cosas y mas, vale la pena la compra, recomiendo comprar el vidrio que ofertan tambien en la pagina",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,equipo verdad mucho nivel fluidez no compara estilo diseño muy top aun sigo descubriendo cosas recomiendo siempre ajustar parametros bateria cuidar vida util ejemplo ajustarlo cuidado maximo momento jugar cualquier videojuego ajustar pausar carga trave usb pd ello no drena bateria sino telefono alimenta directamente solo posible usar cargadores power delivery funciones ia muy interesantes cosas ma vale pena compra recomiendo comprar vidrio ofertan tambien pagina,Este equipo la verdad es mucho nivel la fluidez no se compara el estilo de diseño es muy top aun sigo descubriendo cosas recomiendo siempre ajustar los parametros de la bateria para cuidar su vida util por ejemplo ajustarlo en cuidado maximo al momento de jugar cualquier videojuego ajustar el pausar la carga a traves de usb PD y con ello no se drena la bateria sino que el telefono se alimenta directamente solo es posible al usar cargadores Power Delivery las funciones de IA muy interesantes por estas cosas y mas vale la pena la compra recomiendo comprar el vidrio que ofertan tambien en la pagina,5,Positivo,0,1,"['Cámara', 'Batería', 'Precio', 'Rendimiento']"
"Potencia, versátil y eficiente, eso es mi galaxy s24 ultra",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,potencia versatil eficiente galaxy s ultra,Potencia versatil y eficiente eso es mi galaxy s ultra,5,Positivo,0,1,['Rendimiento']
Compré este producto hace unos días y estoy muy feliz con él,5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,compre producto hace dia muy feliz,Compre este producto hace unos dias y estoy muy feliz con el,5,Positivo,0,1,[]
"(Esta reseña se ha recibido a través de una promoción.) Me encanta, en especial la cámara, cumple completamente mis expectativas!",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,encanta especial camara cumple completamente expectativas,Me encanta en especial la camara cumple completamente mis expectativas,5,Positivo,0,1,[]
(Esta reseña se ha recibido a través de una promoción.) Es un gran productode calidady se siente muypremium,5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,gran productode calidady muypremium,Es un gran productode calidady se siente muypremium,5,Positivo,0,1,[]
"compre el producto, funciona bien es muy parecido al que tenia el note, pero mejorado, me gusta mucho, espero que la pantalla sea muy resistente porque se me cae mucho.",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,compre producto funciona bien muy parecido tenia note mejorado gusta mucho espero pantalla muy resistente cae mucho,compre el producto funciona bien es muy parecido al que tenia el note pero mejorado me gusta mucho espero que la pantalla sea muy resistente porque se me cae mucho,4,Positivo,0,1,['Pantalla']
(Esta reseña se ha recibido a través de una promoción.) Excelente atencion por parte de la representante dd,5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,excelente atencion parte representante dd,Excelente atencion por parte de la representante dd,5,Positivo,0,1,['Cámara']
Me ha agradado mucho el equipo y sus funcionalidades,5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,agradado mucho equipo funcionalidades,Me ha agradado mucho el equipo y sus funcionalidades,4,Positivo,0,1,[]
Me encanta es super dinamico ligero facil de usar /,5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,encanta super dinamico ligero facil usar,Me encanta es super dinamico ligero facil de usar,5,Positivo,0,1,[]
"(Esta reseña se ha recibido a través de una promoción.) La cámara es lo mejor, mucha tecnología realmente marca premium",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,camara mejor mucha tecnologia realmente marca premium,La camara es lo mejor mucha tecnologia realmente marca premium,5,Positivo,0,1,[]
(Esta reseña se ha recibido a través de una promoción.) Excelente asesoria y asistencia tecnica por parte del asesor y muy buen conocimiento del producto. ademas el apoyo para la migración de aplicaciones y archivos al nuevo equipo fue muy bueno.,5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,excelente asesoria asistencia tecnica parte asesor muy buen conocimiento producto ademas apoyo migracion aplicaciones archivos nuevo equipo muy bueno,Excelente asesoria y asistencia tecnica por parte del asesor y muy buen conocimiento del producto ademas el apoyo para la migracion de aplicaciones y archivos al nuevo equipo fue muy bueno,5,Positivo,0,1,"['Cámara', 'Rendimiento']"
No eh tenido el tiempo suficientemente para poder disfrutar de todo lo que tiene,5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,no eh tiempo suficientemente poder disfrutar,No eh tenido el tiempo suficientemente para poder disfrutar de todo lo que tiene,2,Negativo,1,0,[]
"Compre el producto hace un mes. En el cual me ha salido bastante bueno, una cámara bastante buena, batería bastante buena y un desempeño gratificante",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,compre producto hace me salido bastante bueno camara bastante buena bateria bastante buena desempeño gratificante,Compre el producto hace un mes En el cual me ha salido bastante bueno una camara bastante buena bateria bastante buena y un desempeño gratificante,5,Positivo,0,1,[]
"(Esta reseña se ha recibido a través de una promoción.) Compré este producto hace menso de un mes, y aunque es pronto para dejar una reseña completa, hasta el momento el dispositivo se ha manejado bien. Responde rapdo, la batería hasta el momento es duradera de 1 dia y poquito más. Estoy contenta con la compra.",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,compre producto hace menso me aunque pronto dejar reseña completa momento dispositivo manejado bien responde rapdo bateria momento duradera dia poquito ma contenta compra,Compre este producto hace menso de un mes y aunque es pronto para dejar una reseña completa hasta el momento el dispositivo se ha manejado bien Responde rapdo la bateria hasta el momento es duradera de  dia y poquito mas Estoy contenta con la compra,4,Positivo,0,1,['Batería']
"Excelente equipo, realmente es una máquina. Siempre he tenido samsung y no decepciona. Estoy muy fascinada. Excelente fotografía, calidad de imagen, pantalla, funciones del spen. Me falta explorar aún varias cosas y me regalaron un SmartWatch (aunque el reloj no le dura la batería), cuando hago ejercicio se me descarga en cuestión de pocas horas. Amé este smarphone, nada malo que decir, solo que deberían incluir cargador. De resto encantada",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,excelente equipo realmente maquina siempre samsung no decepciona muy fascinada excelente fotografia calidad imagen pantalla funciones spen falta explorar aun varias cosas regalaron smartwatch aunque reloj no dura bateria hago ejercicio descarga cuestion pocas horas ame smarphone malo decir solo deberian incluir cargador resto encantada,Excelente equipo realmente es una maquina Siempre he tenido samsung y no decepciona Estoy muy fascinada Excelente fotografia calidad de imagen pantalla funciones del spen Me falta explorar aun varias cosas y me regalaron un SmartWatch aunque el reloj no le dura la bateria cuando hago ejercicio se me descarga en cuestion de pocas horas Ame este smarphone nada malo que decir solo que deberian incluir cargador De resto encantada,5,Positivo,0,1,"['Cámara', 'Batería', 'Pantalla']"
Me quedo corto al hablar de este producto estoy maravillado hasta hoy muy buen móvil,5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,quedo corto hablar producto maravillado hoy muy buen movil,Me quedo corto al hablar de este producto estoy maravillado hasta hoy muy buen movil,5,Positivo,0,1,[]
"Por poco y cambio a la marca de la 🍎... pero despues de mucho pensar, nuevamente decidí hacer la inversion por un Samsung. El anterior Galaxy Note 8 me acompañó por 7 años y nunca me falló, asi que decidí renovar mis votos. !Es gradioso!",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,poco cambio marca despues mucho pensar nuevamente decidi hacer inversion samsung anterior galaxy note acompaño años nunca fallo asi decidi renovar votos gradioso,Por poco y cambio a la marca de la pero despues de mucho pensar nuevamente decidi hacer la inversion por un Samsung El anterior Galaxy Note  me acompaño por  años y nunca me fallo asi que decidi renovar mis votos Es gradioso,1,Negativo,1,0,[]
"Super completo, un celular bueno cómodo y liviano.",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,super completo celular bueno comodo liviano,Super completo un celular bueno comodo y liviano,5,Positivo,0,1,[]
"Es un excelente celular, he tomado las mejores fotos y es mi mejor herramienta de trabajo.",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,excelente celular tomado mejores fotos mejor herramienta trabajo,Es un excelente celular he tomado las mejores fotos y es mi mejor herramienta de trabajo,5,Positivo,0,1,"['Cámara', 'Rendimiento']"
"Excelente producto y rapidez en la entrega, además del embalaje en qué llegó.... Definitivamente he vuelto a ser de la familia SAMSUNG y con que nivel!!!",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,excelente producto rapidez entrega ademas embalaje llego definitivamente vuelto ser familia samsung nivel,Excelente producto y rapidez en la entrega ademas del embalaje en que llego Definitivamente he vuelto a ser de la familia SAMSUNG y con que nivel,5,Positivo,0,1,['Cámara']
"Excelente equipo, super recomendado. Más rápido, mejor cámara y liviano.",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,excelente equipo super recomendado ma rapido mejor camara liviano,Excelente equipo super recomendado Mas rapido mejor camara y liviano,5,Positivo,0,1,['Cámara']
"Es la mejor compra que hice este año, llevaba un tiempo viendo reviews y esperando el momento justo para comprarlo. =)",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,mejor compra hice año llevaba tiempo viendo review esperando momento justo comprarlo,Es la mejor compra que hice este año llevaba un tiempo viendo reviews y esperando el momento justo para comprarlo,5,Positivo,0,1,[]
Para comprar es muy facil y los pagos eperemos la entrega cuanto tiempo y el estado les contare.,5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,comprar muy facil pagos eperemos entrega cuanto tiempo contare,Para comprar es muy facil y los pagos eperemos la entrega cuanto tiempo y el estado les contare,5,Positivo,0,1,[]
"El Samsung Galaxy S24 Ultra es como el todoterreno de los teléfonos inteligentes. Cuando se trata de rendimiento, es como tener un motor de alta gama bajo el capó: veloz, potente y listo para manejar cualquier tarea que le lances. Ya sea que estés navegando por las redes sociales, jugando a tus juegos favoritos o trabajando en varias aplicaciones a la vez, este teléfono no se retrasa. Hablemos de la cámara. Es como tener un estudio fotográfico en tu bolsillo. ¿Quieres capturar la majestuosidad de un paisaje amplio? La lente ultra gran angular lo tiene cubierto. ¿Prefieres acercarte a los detalles? La lente telefoto te permite hacer zoom sin sacrificar la calidad. Y la lente estándar es como tu fiel compañera para capturar momentos cotidianos con una claridad impresionante.",5,FS14,https://www.falabella.com.co/falabella-co/product/129574090/Samsung-Galaxy-S24-Ultra-512GB-12GB-Ram-5G-Violeta/129574091,falabella,Samsung,Samsung S24 Ultra,7499990,samsung galaxy s ultra todoterreno telefonos inteligentes trata rendimiento tener motor alta gama bajo capo veloz potente listo manejar cualquier tarea lance estes navegando redes sociales jugando juegos favoritos trabajando varias aplicaciones vez telefono no retrasa hablemos camara tener estudio fotografico bolsillo quieres capturar majestuosidad paisaje amplio lente ultra gran angular cubierto prefieres acercarte detalles lente telefoto permite hacer zoom sin sacrificar calidad lente estandar fiel compañera capturar momentos cotidianos claridad impresionante,El Samsung Galaxy S Ultra es como el todoterreno de los telefonos inteligentes Cuando se trata de rendimiento es como tener un motor de alta gama bajo el capo veloz potente y listo para manejar cualquier tarea que le lances Ya sea que estes navegando por las redes sociales jugando a tus juegos favoritos o trabajando en varias aplicaciones a la vez este telefono no se retrasa Hablemos de la camara Es como tener un estudio fotografico en tu bolsillo Quieres capturar la majestuosidad de un paisaje amplio La lente ultra gran angular lo tiene cubierto Prefieres acercarte a los detalles La lente telefoto te permite hacer zoom sin sacrificar la calidad Y la lente estandar es como tu fiel compañera para capturar momentos cotidianos con una claridad impresionante,5,Positivo,0,1,"['Cámara', 'Rendimiento']"
